node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ARAF,BRAF,1856599,1847131,9606.ENSP00000366244,9606.ENSP00000288602,0,0,0,0.963,0,0.525,0,0,0.525
CDC23,CKS2,1858243,1856383,9606.ENSP00000378350,9606.ENSP00000364976,0,0,0,0,0,0.521,0,0,0.521
CDC16,CKS1B,1853313,1849378,9606.ENSP00000348554,9606.ENSP00000311083,0,0,0,0,0,0.521,0,0,0.521
CDC27,CKS2,1861977,1856383,9606.ENSP00000434614,9606.ENSP00000364976,0,0,0,0,0,0.521,0,0,0.521
CDK4,CCNB1,1844551,1844435,9606.ENSP00000257904,9606.ENSP00000256442,0,0,0,0,0,0.521,0,0,0.521
CDC23,CKS1B,1858243,1849378,9606.ENSP00000378350,9606.ENSP00000311083,0,0,0,0,0,0.521,0,0,0.521
CKS2,CDC16,1856383,1853313,9606.ENSP00000364976,9606.ENSP00000348554,0,0,0,0,0,0.521,0,0,0.521
MCM4,CDC6,1845065,1842453,9606.ENSP00000262105,9606.ENSP00000209728,0,0,0,0,0,0.518,0,0,0.518
TGFBR2,BMPR1B,1853779,1845568,9606.ENSP00000351905,9606.ENSP00000264568,0,0,0,0.781,0,0.517,0,0,0.517
MAP3K2,CDC6,1852699,1842453,9606.ENSP00000343463,9606.ENSP00000209728,0,0,0,0,0,0.517,0,0,0.517
PKM,ZAP70,1850212,1845655,9606.ENSP00000320171,9606.ENSP00000264972,0,0,0,0,0,0.516,0,0,0.516
ORC5,MCM6,1847866,1845487,9606.ENSP00000297431,9606.ENSP00000264156,0,0,0,0,0,0.515,0,0,0.515
CCNB1,SKP1,1844435,1843292,9606.ENSP00000256442,9606.ENSP00000231487,0,0,0,0,0,0.515,0,0,0.515
ZAP70,BLNK,1845655,1842996,9606.ENSP00000264972,9606.ENSP00000224337,0,0,0,0,0,0.515,0,0,0.515
GTF2H2,CCNH,1846383,1844473,9606.ENSP00000274400,9606.ENSP00000256897,0,0,0,0,0,0.514,0,0,0.514
ckshs1,CDC16,1864593,1853313,9606.ENSP00000471505,9606.ENSP00000348554,0,0,0,0,0,0.513,0,0,0.513
ckshs1,CDC23,1864593,1858243,9606.ENSP00000471505,9606.ENSP00000378350,0,0,0,0,0,0.513,0,0,0.513
MAPK15,PTPRR,1852026,1846840,9606.ENSP00000337691,9606.ENSP00000283228,0,0,0,0,0,0.513,0,0,0.513
MAPK11,PTPRR,1851615,1846840,9606.ENSP00000333685,9606.ENSP00000283228,0,0,0,0,0,0.513,0,0,0.513
MAPK4,PTPRR,1858818,1846840,9606.ENSP00000383234,9606.ENSP00000283228,0,0,0,0,0,0.513,0,0,0.513
PAK1,MAPK1,1846573,1842512,9606.ENSP00000278568,9606.ENSP00000215832,0,0,0,0.68,0,0.512,0,0,0.512
CDC23,CCNB1,1858243,1844435,9606.ENSP00000378350,9606.ENSP00000256442,0,0,0,0,0,0.511,0,0,0.511
CSNK2B,PPP1R1B,1856397,1844270,9606.ENSP00000365025,9606.ENSP00000254079,0,0,0,0,0,0.511,0,0,0.511
TTK,CCNB1,1855108,1844435,9606.ENSP00000358813,9606.ENSP00000256442,0,0,0,0,0,0.511,0,0,0.511
SRC,MAPK3,1853652,1845265,9606.ENSP00000350941,9606.ENSP00000263025,0,0,0,0.657,0,0.509,0,0,0.509
SRC,MAPK1,1853652,1842512,9606.ENSP00000350941,9606.ENSP00000215832,0,0,0,0.668,0,0.509,0,0,0.509
PPP2CA,RAF1,1861358,1844086,9606.ENSP00000418447,9606.ENSP00000251849,0,0,0,0,0,0.507,0,0,0.507
MAPK3,RAF1,1845265,1844086,9606.ENSP00000263025,9606.ENSP00000251849,0,0,0,0.638,0,0.505,0,0,0.505
BRAF,MAPK1,1847131,1842512,9606.ENSP00000288602,9606.ENSP00000215832,0,0,0,0.637,0,0.505,0,0,0.505
RAF1,MAPK1,1844086,1842512,9606.ENSP00000251849,9606.ENSP00000215832,0,0,0,0.639,0,0.504,0,0,0.504
SRC,LCP2,1853652,1842217,9606.ENSP00000350941,9606.ENSP00000046794,0,0,0,0,0,0.502,0,0,0.502
KSR2,RAF1,1852274,1844086,9606.ENSP00000339952,9606.ENSP00000251849,0,0,0,0.688,0,0.501,0,0,0.501
RPS6KA2,MAPK1,1861695,1842512,9606.ENSP00000427015,9606.ENSP00000215832,0,0,0,0.691,0,0.5,0,0,0.5
MAP3K10,MAPK1,1844193,1842512,9606.ENSP00000253055,9606.ENSP00000215832,0,0,0,0.643,0,0.5,0,0,0.5
RPS6KA1,MAPK3,1862001,1845265,9606.ENSP00000435412,9606.ENSP00000263025,0,0,0,0.694,0,0.5,0,0,0.5
ckshs1,CDC27,1864593,1861977,9606.ENSP00000471505,9606.ENSP00000434614,0,0,0,0,0,0.499,0,0,0.499
MAPK4,DUSP22,1858818,1852916,9606.ENSP00000383234,9606.ENSP00000345281,0,0,0,0,0,0.498,0,0,0.497
DUSP22,MAPK11,1852916,1851615,9606.ENSP00000345281,9606.ENSP00000333685,0,0,0,0,0,0.498,0,0,0.497
DUSP5,MAPK7,1855063,1849371,9606.ENSP00000358596,9606.ENSP00000311005,0,0,0,0,0,0.498,0,0,0.497
DUSP22,MAPK3,1852916,1845265,9606.ENSP00000345281,9606.ENSP00000263025,0,0,0,0,0,0.498,0,0,0.497
DUSP22,MAPK7,1852916,1849371,9606.ENSP00000345281,9606.ENSP00000311005,0,0,0,0,0,0.498,0,0,0.497
DUSP5,MAPK15,1855063,1852026,9606.ENSP00000358596,9606.ENSP00000337691,0,0,0,0,0,0.498,0,0,0.497
BMPR2,ACVR1C,1856145,1843668,9606.ENSP00000363708,9606.ENSP00000243349,0,0,0,0.77,0,0.497,0,0,0.497
DUSP22,MAPK1,1852916,1842512,9606.ENSP00000345281,9606.ENSP00000215832,0,0,0,0,0,0.498,0,0,0.497
ACVRL1,BMPR2,1857773,1856145,9606.ENSP00000373574,9606.ENSP00000363708,0,0,0,0.747,0,0.497,0,0,0.497
DUSP5,MAPK11,1855063,1851615,9606.ENSP00000358596,9606.ENSP00000333685,0,0,0,0,0,0.498,0,0,0.497
DUSP22,MAPK15,1852916,1852026,9606.ENSP00000345281,9606.ENSP00000337691,0,0,0,0,0,0.498,0,0,0.497
MAPK4,DUSP5,1858818,1855063,9606.ENSP00000383234,9606.ENSP00000358596,0,0,0,0,0,0.498,0,0,0.497
RAP1A,KSR2,1853349,1852274,9606.ENSP00000348786,9606.ENSP00000339952,0,0,0,0,0,0.491,0,0,0.491
PPP3CA,SIK3,1858236,1847324,9606.ENSP00000378323,9606.ENSP00000292055,0,0,0,0,0,0.486,0,0,0.486
RPS6KA1,ILKAP,1862001,1844309,9606.ENSP00000435412,9606.ENSP00000254654,0,0,0,0,0,0.485,0,0,0.485
LYN,CSNK2B,1861765,1856397,9606.ENSP00000428924,9606.ENSP00000365025,0,0,0,0,0,0.485,0,0,0.485
IKBKG,BIRC2,1855067,1843127,9606.ENSP00000358622,9606.ENSP00000227758,0,0,0,0,0,0.483,0,0,0.483
IKBKG,BIRC3,1855067,1845359,9606.ENSP00000358622,9606.ENSP00000263464,0,0,0,0,0,0.483,0,0,0.483
TRAF6,BIRC3,1852047,1845359,9606.ENSP00000337853,9606.ENSP00000263464,0,0,0,0,0,0.483,0,0,0.483
RAC1,BIRC2,1853302,1843127,9606.ENSP00000348461,9606.ENSP00000227758,0,0,0,0,0,0.482,0,0,0.482
LCK,MAPK3,1852042,1845265,9606.ENSP00000337825,9606.ENSP00000263025,0,0,0,0.652,0,0.472,0,0,0.472
CDK2,ZAP70,1845906,1845655,9606.ENSP00000266970,9606.ENSP00000264972,0,0,0,0.677,0,0.471,0,0,0.471
TLK1,AURKA,1860899,1842628,9606.ENSP00000411099,9606.ENSP00000216911,0,0,0,0.675,0,0.47,0,0,0.47
BUB1,CDK2,1848415,1845906,9606.ENSP00000302530,9606.ENSP00000266970,0,0,0,0,0,0.47,0,0,0.47
BHLHE41,CSNK2A1,1843637,1842650,9606.ENSP00000242728,9606.ENSP00000217244,0,0,0,0,0,0.462,0,0,0.463
ORC3,MCM3,1844538,1843226,9606.ENSP00000257789,9606.ENSP00000229854,0,0,0,0,0,0.461,0,0,0.461
MCM6,ORC3,1845487,1844538,9606.ENSP00000264156,9606.ENSP00000257789,0,0,0,0,0,0.461,0,0,0.461
ORC1,CCNB1,1855507,1844435,9606.ENSP00000360621,9606.ENSP00000256442,0,0,0,0,0,0.461,0,0,0.461
MAPK7,RAF1,1849371,1844086,9606.ENSP00000311005,9606.ENSP00000251849,0,0,0,0.615,0,0.457,0,0,0.457
DBF4,ORC3,1845796,1844538,9606.ENSP00000265728,9606.ENSP00000257789,0,0,0,0,0,0.456,0,0,0.456
SRC,RAF1,1853652,1844086,9606.ENSP00000350941,9606.ENSP00000251849,0,0,0,0.698,0,0.455,0,0,0.455
ANAPC1,MAD2L1,1852174,1847745,9606.ENSP00000339109,9606.ENSP00000296509,0,0,0,0,0,0.454,0,0,0.454
RAF1,YWHAQ,1844086,1843478,9606.ENSP00000251849,9606.ENSP00000238081,0,0,0,0,0,0.451,0,0,0.451
STK11,SIK1,1850687,1846133,9606.ENSP00000324856,9606.ENSP00000270162,0,0,0,0.707,0,0.451,0,0,0.451
MARK1,STK11,1854471,1850687,9606.ENSP00000355884,9606.ENSP00000324856,0,0,0,0.737,0,0.451,0,0,0.451
CALM2,ZAP70,1846243,1845655,9606.ENSP00000272298,9606.ENSP00000264972,0,0,0,0,0,0.451,0,0,0.451
SRC,TRAF6,1853652,1852047,9606.ENSP00000350941,9606.ENSP00000337853,0,0,0,0,0,0.449,0,0,0.449
MOK,CCNB1,1854346,1844435,9606.ENSP00000355304,9606.ENSP00000256442,0,0,0,0,0,0.449,0,0,0.449
TLR4,SRC,1856025,1853652,9606.ENSP00000363089,9606.ENSP00000350941,0,0,0,0,0,0.448,0,0,0.448
CDK5,MAP2K1,1861440,1848411,9606.ENSP00000419782,9606.ENSP00000302486,0,0,0,0.712,0,0.448,0,0,0.448
CDK5,SRC,1861440,1853652,9606.ENSP00000419782,9606.ENSP00000350941,0,0,0,0.696,0,0.446,0,0,0.446
CDK5,PAK1,1861440,1846573,9606.ENSP00000419782,9606.ENSP00000278568,0,0,0,0.714,0,0.446,0,0,0.446
LYN,CDK2,1861765,1845906,9606.ENSP00000428924,9606.ENSP00000266970,0,0,0,0.704,0,0.446,0,0,0.446
CDK1,CDKN3,1858283,1851839,9606.ENSP00000378699,9606.ENSP00000335357,0,0,0,0,0,0.446,0,0,0.446
LYN,CDK1,1861765,1858283,9606.ENSP00000428924,9606.ENSP00000378699,0,0,0,0.674,0,0.446,0,0,0.446
LCK,ZAP70,1852042,1845655,9606.ENSP00000337825,9606.ENSP00000264972,0,0,0,0.768,0,0.446,0,0,0.446
BTK,BLNK,1849039,1842996,9606.ENSP00000308176,9606.ENSP00000224337,0,0,0,0,0,0.445,0,0,0.445
PRKCH,CDK2,1851111,1845906,9606.ENSP00000329127,9606.ENSP00000266970,0,0,0,0.746,0,0.445,0,0,0.445
RAC1,MAP3K10,1853302,1844193,9606.ENSP00000348461,9606.ENSP00000253055,0,0,0,0,0,0.445,0,0,0.445
CSNK1A1,PPP2CA,1861538,1861358,9606.ENSP00000421689,9606.ENSP00000418447,0,0,0,0,0,0.445,0,0,0.445
CDK5,CDKN1A,1861440,1843736,9606.ENSP00000419782,9606.ENSP00000244741,0,0,0,0,0,0.443,0,0,0.443
PIP4K2A,RAC1,1856521,1853302,9606.ENSP00000365757,9606.ENSP00000348461,0,0,0,0,0,0.442,0,0,0.442
HCK,FLT1,1856392,1846791,9606.ENSP00000365012,9606.ENSP00000282397,0,0,0,0.689,0,0.439,0,0,0.439
SQSTM1,SPTAN1,1857860,1855744,9606.ENSP00000374455,9606.ENSP00000361824,0,0,0,0,0,0.436,0,0,0.436
PPP2CA,CAMK1,1861358,1844440,9606.ENSP00000418447,9606.ENSP00000256460,0,0,0,0,0,0.436,0,0,0.436
CDK20,CDK4,1850442,1844551,9606.ENSP00000322343,9606.ENSP00000257904,0,0,0,0.853,0,0.436,0,0,0.436
CDK5,CDK7,1861440,1844436,9606.ENSP00000419782,9606.ENSP00000256443,0,0,0,0.936,0,0.436,0,0,0.436
CDK1,CDK20,1858283,1850442,9606.ENSP00000378699,9606.ENSP00000322343,0,0,0,0.923,0,0.436,0,0,0.436
IKBKB,BTRC,1861846,1855188,9606.ENSP00000430684,9606.ENSP00000359206,0,0,0,0,0,0.433,0,0,0.433
PPP2CA,MAPK3,1861358,1845265,9606.ENSP00000418447,9606.ENSP00000263025,0,0,0,0,0,0.432,0,0,0.432
PPP2CA,MAPK1,1861358,1842512,9606.ENSP00000418447,9606.ENSP00000215832,0,0,0,0,0,0.432,0,0,0.432
BRAF,YWHAQ,1847131,1843478,9606.ENSP00000288602,9606.ENSP00000238081,0,0,0,0,0,0.43,0,0,0.43
ARAF,PKM,1856599,1850212,9606.ENSP00000366244,9606.ENSP00000320171,0,0,0,0,0,0.429,0,0,0.429
SQSTM1,TRAF6,1857860,1852047,9606.ENSP00000374455,9606.ENSP00000337853,0,0,0,0,0,0.428,0,0,0.428
BTRC,TRIB2,1855188,1842259,9606.ENSP00000359206,9606.ENSP00000155926,0,0,0,0,0,0.427,0,0,0.427
CDKN1A,SKP1,1843736,1843292,9606.ENSP00000244741,9606.ENSP00000231487,0,0,0,0,0,0.426,0,0,0.426
MAP2K7,DUSP22,1858552,1852916,9606.ENSP00000381066,9606.ENSP00000345281,0,0,0,0,0,0.426,0,0,0.426
CDK2,MCM2,1845906,1845676,9606.ENSP00000266970,9606.ENSP00000265056,0,0,0,0,0,0.425,0,0,0.425
PAK1,ILKAP,1846573,1844309,9606.ENSP00000278568,9606.ENSP00000254654,0,0,0,0,0,0.424,0,0,0.424
RAPGEF3,RAP1A,1857808,1853349,9606.ENSP00000373864,9606.ENSP00000348786,0,0,0,0,0,0.424,0,0,0.424
CDC16,CCNB1,1853313,1844435,9606.ENSP00000348554,9606.ENSP00000256442,0,0,0,0,0,0.422,0,0,0.422
MAP3K7,SIK1,1855005,1846133,9606.ENSP00000358335,9606.ENSP00000270162,0,0,0,0.63,0,0.421,0,0,0.421
MAP3K7,SIK3,1855005,1847324,9606.ENSP00000358335,9606.ENSP00000292055,0,0,0,0.631,0,0.421,0,0,0.421
TRAF3,SRC,1858038,1853652,9606.ENSP00000376500,9606.ENSP00000350941,0,0,0,0,0,0.421,0,0,0.421
PPP2CA,RAC1,1861358,1853302,9606.ENSP00000418447,9606.ENSP00000348461,0,0,0,0,0,0.42,0,0,0.42
CDK5,CCND1,1861440,1843117,9606.ENSP00000419782,9606.ENSP00000227507,0,0,0,0,0,0.42,0,0,0.42
CDC16,PPP2CB,1853313,1842815,9606.ENSP00000348554,9606.ENSP00000221138,0,0,0,0,0,0.418,0,0,0.418
PPP2CA,CDC16,1861358,1853313,9606.ENSP00000418447,9606.ENSP00000348554,0,0,0,0,0,0.418,0,0,0.418
TLR4,BTK,1856025,1849039,9606.ENSP00000363089,9606.ENSP00000308176,0,0,0,0,0,0.418,0,0,0.418
PPP2CA,ANAPC1,1861358,1852174,9606.ENSP00000418447,9606.ENSP00000339109,0,0,0,0,0,0.418,0,0,0.418
ANAPC1,PPP2CB,1852174,1842815,9606.ENSP00000339109,9606.ENSP00000221138,0,0,0,0,0,0.418,0,0,0.418
PIP4K2A,SKP1,1856521,1843292,9606.ENSP00000365757,9606.ENSP00000231487,0,0,0,0,0,0.417,0,0,0.417
ARNTL,CSNK2B,1857849,1856397,9606.ENSP00000374357,9606.ENSP00000365025,0,0,0,0,0,0.417,0,0,0.417
RAC1,PKM,1853302,1850212,9606.ENSP00000348461,9606.ENSP00000320171,0,0,0,0,0,0.417,0,0,0.416
MYD88,BTK,1860276,1849039,9606.ENSP00000401399,9606.ENSP00000308176,0,0,0,0,0,0.416,0,0,0.416
PPP2CA,CDK2,1861358,1845906,9606.ENSP00000418447,9606.ENSP00000266970,0,0,0,0,0,0.416,0,0,0.416
COPE,MCM5,1845219,1842548,9606.ENSP00000262812,9606.ENSP00000216122,0,0,0,0,0,0.417,0,0,0.416
GTF2E1,ANAPC5,1846870,1845000,9606.ENSP00000283875,9606.ENSP00000261819,0,0,0,0,0,0.417,0,0,0.416
CDK7,CCNB1,1844436,1844435,9606.ENSP00000256443,9606.ENSP00000256442,0,0,0,0,0,0.415,0,0,0.415
IKBKB,CSNK2B,1861846,1856397,9606.ENSP00000430684,9606.ENSP00000365025,0,0,0,0,0,0.415,0,0,0.415
RPS6KA2,MAP2K1,1861695,1848411,9606.ENSP00000427015,9606.ENSP00000302486,0,0,0,0.69,0,0.414,0,0,0.414
CSNK2B,BTRC,1856397,1855188,9606.ENSP00000365025,9606.ENSP00000359206,0,0,0,0,0,0.415,0,0,0.414
CSNK2B,PER2,1856397,1844310,9606.ENSP00000365025,9606.ENSP00000254657,0,0,0,0,0,0.414,0,0,0.414
CDC27,PPP2CB,1861977,1842815,9606.ENSP00000434614,9606.ENSP00000221138,0,0,0,0,0,0.412,0,0,0.412
PRKCQ,YWHAQ,1845292,1843478,9606.ENSP00000263125,9606.ENSP00000238081,0,0,0,0,0,0.412,0,0,0.412
CDK4,HSPA8,1844551,1843112,9606.ENSP00000257904,9606.ENSP00000227378,0,0,0,0,0,0.411,0,0,0.411
CAMK2A,SQSTM1,1858598,1857860,9606.ENSP00000381412,9606.ENSP00000374455,0,0,0,0,0,0.41,0,0,0.41
JAK1,IRS1,1852670,1848682,9606.ENSP00000343204,9606.ENSP00000304895,0,0,0,0,0,0.409,0,0,0.409
BRAF,RAF1,1847131,1844086,9606.ENSP00000288602,9606.ENSP00000251849,0,0,0,0.958,0,0.407,0,0,0.407
IKBKG,TRAF6,1855067,1852047,9606.ENSP00000358622,9606.ENSP00000337853,0,0,0,0,0,0.407,0,0,0.407
RAC1,BCR,1853302,1848539,9606.ENSP00000348461,9606.ENSP00000303507,0,0,0,0,0,0.407,0,0,0.407
SQSTM1,MAPK3,1857860,1845265,9606.ENSP00000374455,9606.ENSP00000263025,0,0,0,0,0,0.407,0,0,0.407
HIPK2,MAP3K7,1859047,1855005,9606.ENSP00000385571,9606.ENSP00000358335,0,0,0,0.618,0,0.407,0,0,0.407
LCK,LCP2,1852042,1842217,9606.ENSP00000337825,9606.ENSP00000046794,0,0,0,0,0,0.406,0,0,0.406
PAK3,MAP3K2,1854045,1852699,9606.ENSP00000353864,9606.ENSP00000343463,0,0,0,0.689,0,0.406,0,0,0.406
SPTAN1,SRC,1855744,1853652,9606.ENSP00000361824,9606.ENSP00000350941,0,0,0,0,0,0.406,0,0,0.406
MAP3K2,PAK1,1852699,1846573,9606.ENSP00000343463,9606.ENSP00000278568,0,0,0,0.692,0,0.406,0,0,0.406
LYN,LCP2,1861765,1842217,9606.ENSP00000428924,9606.ENSP00000046794,0,0,0,0,0,0.406,0,0,0.406
LYN,PRKCQ,1861765,1845292,9606.ENSP00000428924,9606.ENSP00000263125,0,0,0,0.638,0,0.404,0,0,0.404
BTK,PRKCQ,1849039,1845292,9606.ENSP00000308176,9606.ENSP00000263125,0,0,0,0.622,0,0.404,0,0,0.404
PRKCA,SRC,1860737,1853652,9606.ENSP00000408695,9606.ENSP00000350941,0,0,0,0.631,0,0.404,0,0,0.404
LCK,PRKCQ,1852042,1845292,9606.ENSP00000337825,9606.ENSP00000263125,0,0,0,0.632,0,0.404,0,0,0.404
SQSTM1,NTRK3,1857860,1854089,9606.ENSP00000374455,9606.ENSP00000354207,0,0,0,0,0,0.404,0,0,0.404
SQSTM1,NTRK2,1857860,1846523,9606.ENSP00000374455,9606.ENSP00000277120,0,0,0,0,0,0.404,0,0,0.404
PRKCA,BTK,1860737,1849039,9606.ENSP00000408695,9606.ENSP00000308176,0,0,0,0.624,0,0.404,0,0,0.404
CCND1,HSPA8,1843117,1843112,9606.ENSP00000227507,9606.ENSP00000227378,0,0,0,0,0,0.403,0,0,0.403
MAP3K7,PRKCQ,1855005,1845292,9606.ENSP00000358335,9606.ENSP00000263125,0,0,0,0.621,0,0.403,0,0,0.403
LCK,RAF1,1852042,1844086,9606.ENSP00000337825,9606.ENSP00000251849,0,0,0,0.694,0,0.402,0,0,0.402
JAK1,RAF1,1852670,1844086,9606.ENSP00000343204,9606.ENSP00000251849,0,0,0,0.632,0,0.402,0,0,0.402
MAP2K6,MAPK1,1864007,1842512,9606.ENSP00000468348,9606.ENSP00000215832,0,0,0,0.677,0,0.4,0,0,0.4
MAP2K3,MAPK3,1852893,1845265,9606.ENSP00000345083,9606.ENSP00000263025,0,0,0,0.683,0,0.4,0,0,0.4
